date,open,high,low,close,volume,wap,barCount
20250602 09:30:00 US/Eastern,343.5,347.44,342.23,346.5,2750983.0,344.83,11043
20250602 09:35:00 US/Eastern,346.47,348.02,346.22,346.81,1485898.0,347.258,7151
20250602 09:40:00 US/Eastern,346.87,346.95,345.16,346.12,1207314.0,345.886,5706
20250602 09:45:00 US/Eastern,346.2,346.74,342.5,342.68,1548219.0,344.269,6689
20250602 09:50:00 US/Eastern,342.74,342.93,339.2,339.52,2126531.0,340.479,9399
20250602 09:55:00 US/Eastern,339.58,339.69,336.9,337.37,2103162.0,338.286,9158
20250602 10:00:00 US/Eastern,337.28,338.0,335.5,337.02,2175767.0,336.629,10037
20250602 10:05:00 US/Eastern,337.0,338.88,336.64,338.73,1402947.0,337.807,6301
20250602 10:10:00 US/Eastern,338.73,338.8,337.4,338.06,1109134.0,338.145,4863
20250602 10:15:00 US/Eastern,338.13,339.14,337.5,338.34,972523.0,338.331,4360
20250602 10:20:00 US/Eastern,338.3,340.22,337.98,339.41,1241352.0,339.357,5268
20250602 10:25:00 US/Eastern,339.33,340.34,338.4,338.51,949732.0,339.627,4093
20250602 10:30:00 US/Eastern,338.54,338.85,337.41,338.69,977385.0,338.037,4591
20250602 10:35:00 US/Eastern,338.71,339.0,336.75,336.78,951869.0,337.876,4239
20250602 10:40:00 US/Eastern,336.77,337.68,335.53,336.05,1071926.0,336.52,4942
20250602 10:45:00 US/Eastern,336.01,337.88,335.18,337.6,1165772.0,336.569,4777
20250602 10:50:00 US/Eastern,337.63,337.89,336.5,336.62,710809.0,337.026,3229
20250602 10:55:00 US/Eastern,336.6,337.62,336.3,337.13,770824.0,336.972,3290
20250602 11:00:00 US/Eastern,337.01,337.46,335.73,335.91,637723.0,336.557,3048
20250602 11:05:00 US/Eastern,335.88,336.36,333.33,333.63,1566597.0,334.698,6694
20250602 11:10:00 US/Eastern,333.63,336.35,333.46,335.65,1202711.0,335.001,5001
20250602 11:15:00 US/Eastern,335.62,336.08,335.0,335.84,692302.0,335.604,3039
20250602 11:20:00 US/Eastern,335.86,337.13,335.68,337.1,750253.0,336.329,3135
20250602 11:25:00 US/Eastern,337.1,337.17,335.98,336.11,709920.0,336.414,2649
20250602 11:30:00 US/Eastern,336.11,336.86,336.0,336.18,505829.0,336.377,2333
20250602 11:35:00 US/Eastern,336.18,336.97,335.38,335.8,597456.0,336.155,2426
20250602 11:40:00 US/Eastern,335.82,337.33,335.81,337.12,626465.0,336.758,2766
20250602 11:45:00 US/Eastern,337.12,337.18,336.54,336.78,388180.0,336.905,1887
20250602 11:50:00 US/Eastern,336.8,337.66,336.76,337.56,517182.0,337.297,2377
20250602 11:55:00 US/Eastern,337.55,337.74,336.26,336.42,481305.0,336.878,2381
20250602 12:00:00 US/Eastern,336.44,336.73,335.9,336.59,540841.0,336.414,2496
20250602 12:05:00 US/Eastern,336.57,338.05,336.42,337.99,579800.0,337.301,2685
20250602 12:10:00 US/Eastern,337.94,338.56,337.81,338.31,592167.0,338.183,2513
20250602 12:15:00 US/Eastern,338.31,338.39,337.86,338.08,349341.0,338.128,1622
20250602 12:20:00 US/Eastern,338.03,338.53,337.75,338.42,354370.0,338.277,1586
20250602 12:25:00 US/Eastern,338.47,338.85,338.1,338.67,421756.0,338.523,1954
20250602 12:30:00 US/Eastern,338.57,339.01,337.91,338.1,533838.0,338.509,2295
20250602 12:35:00 US/Eastern,338.03,338.35,337.28,338.17,458132.0,337.863,1962
20250602 12:40:00 US/Eastern,338.18,338.34,337.03,337.33,467528.0,337.624,1905
20250602 12:45:00 US/Eastern,337.32,337.95,337.17,337.69,346930.0,337.585,1557
20250602 12:50:00 US/Eastern,337.67,338.48,337.18,338.31,449060.0,337.964,1902
20250602 12:55:00 US/Eastern,338.31,338.35,337.9,337.93,251841.0,338.127,1142
20250602 13:00:00 US/Eastern,337.95,338.79,337.71,338.18,437407.0,338.253,1874
20250602 13:05:00 US/Eastern,338.15,338.35,337.72,337.95,301072.0,337.992,1235
20250602 13:10:00 US/Eastern,337.94,338.15,337.4,337.88,378360.0,337.77,1744
20250602 13:15:00 US/Eastern,337.85,338.29,337.61,338.05,316824.0,337.993,1526
20250602 13:20:00 US/Eastern,338.05,338.47,338.0,338.18,293881.0,338.216,1203
20250602 13:25:00 US/Eastern,338.17,338.6,338.1,338.21,298463.0,338.327,1312
20250602 13:30:00 US/Eastern,338.25,339.89,338.15,339.84,716939.0,339.239,3022
20250602 13:35:00 US/Eastern,339.82,340.62,339.06,339.19,881358.0,339.927,3478
20250602 13:40:00 US/Eastern,339.24,339.32,338.45,338.77,500035.0,338.761,2208
20250602 13:45:00 US/Eastern,338.8,339.0,338.52,338.55,331462.0,338.79,1552
20250602 13:50:00 US/Eastern,338.57,338.59,337.92,338.28,408254.0,338.287,1752
20250602 13:55:00 US/Eastern,338.27,338.69,337.87,338.6,335650.0,338.334,1542
20250602 14:00:00 US/Eastern,338.55,339.27,338.37,338.59,439771.0,338.784,2129
20250602 14:05:00 US/Eastern,338.58,339.35,338.58,338.93,454275.0,339.01,2223
20250602 14:10:00 US/Eastern,338.97,339.72,338.93,339.57,438212.0,339.436,1997
20250602 14:15:00 US/Eastern,339.57,340.25,339.57,339.94,563634.0,339.886,2329
20250602 14:20:00 US/Eastern,339.9,340.77,339.86,340.55,556448.0,340.421,2455
20250602 14:25:00 US/Eastern,340.53,341.25,340.49,341.06,596390.0,340.953,2734
20250602 14:30:00 US/Eastern,341.07,341.08,340.36,340.45,407480.0,340.712,1767
20250602 14:35:00 US/Eastern,340.44,340.9,340.22,340.3,372971.0,340.521,1664
20250602 14:40:00 US/Eastern,340.3,340.61,340.03,340.46,406818.0,340.32,1747
20250602 14:45:00 US/Eastern,340.39,340.49,339.84,339.91,360757.0,340.151,1630
20250602 14:50:00 US/Eastern,339.92,340.38,339.76,340.13,364997.0,340.082,1734
20250602 14:55:00 US/Eastern,340.13,340.96,339.92,340.83,468943.0,340.606,2217
20250602 15:00:00 US/Eastern,340.84,341.19,340.79,340.98,464916.0,340.979,2025
20250602 15:05:00 US/Eastern,341.0,341.7,340.75,340.94,623301.0,341.257,2772
20250602 15:10:00 US/Eastern,340.94,341.6,340.85,341.35,438711.0,341.273,2003
20250602 15:15:00 US/Eastern,341.3,341.85,341.09,341.6,480662.0,341.492,2282
20250602 15:20:00 US/Eastern,341.58,342.6,341.32,342.5,781800.0,341.94,3324
20250602 15:25:00 US/Eastern,342.45,342.47,341.63,342.1,483030.0,342.027,2223
20250602 15:30:00 US/Eastern,342.07,342.25,341.61,341.79,454578.0,341.982,2121
20250602 15:35:00 US/Eastern,341.8,341.84,341.01,341.44,551389.0,341.286,2733
20250602 15:40:00 US/Eastern,341.41,341.74,340.68,341.53,632551.0,341.174,3120
20250602 15:45:00 US/Eastern,341.48,342.55,341.13,342.21,715809.0,341.945,3479
20250602 15:50:00 US/Eastern,342.23,343.06,341.46,341.82,1029982.0,342.381,5043
20250602 15:55:00 US/Eastern,341.85,342.81,341.77,342.69,1076013.0,342.389,6290
20250603 09:30:00 US/Eastern,346.68,348.66,344.53,345.13,2750981.0,346.478,12771
20250603 09:35:00 US/Eastern,345.08,345.64,343.85,344.57,1453424.0,344.415,7809
20250603 09:40:00 US/Eastern,344.58,346.01,344.2,345.9,1376816.0,345.177,6244
20250603 09:45:00 US/Eastern,345.9,348.18,345.7,346.37,1743308.0,347.053,7787
20250603 09:50:00 US/Eastern,346.36,346.89,344.9,346.53,1170666.0,345.768,5319
20250603 09:55:00 US/Eastern,346.61,347.49,345.8,346.74,1015410.0,346.759,4614
20250603 10:00:00 US/Eastern,346.77,350.11,346.77,349.11,2101590.0,348.869,9659
20250603 10:05:00 US/Eastern,349.12,349.29,345.32,346.46,1588564.0,347.109,7383
20250603 10:10:00 US/Eastern,346.44,347.33,345.4,347.17,1122184.0,346.51,5347
20250603 10:15:00 US/Eastern,347.14,348.35,346.88,348.02,1029087.0,347.494,4768
20250603 10:20:00 US/Eastern,348.06,348.67,346.47,346.85,949024.0,347.299,4422
20250603 10:25:00 US/Eastern,346.89,347.16,345.79,346.03,773631.0,346.382,3616
20250603 10:30:00 US/Eastern,346.03,346.77,345.6,346.71,703869.0,346.12,3344
20250603 10:35:00 US/Eastern,346.68,347.93,346.09,347.65,815271.0,347.022,3865
20250603 10:40:00 US/Eastern,347.69,347.83,346.6,347.21,555871.0,347.079,2733
20250603 10:45:00 US/Eastern,347.21,347.87,347.05,347.62,550088.0,347.5,2686
20250603 10:50:00 US/Eastern,347.59,349.24,347.4,349.08,1001085.0,348.526,4722
20250603 10:55:00 US/Eastern,349.11,349.75,348.31,349.21,1044375.0,348.984,5065
20250603 11:00:00 US/Eastern,349.23,351.77,349.2,350.29,1748831.0,350.624,8121
20250603 11:05:00 US/Eastern,350.27,350.74,349.5,350.67,955889.0,350.099,4563
20250603 11:10:00 US/Eastern,350.63,351.16,349.67,350.02,726119.0,350.403,3528
20250603 11:15:00 US/Eastern,349.98,350.33,349.23,350.17,786737.0,349.864,3542
20250603 11:20:00 US/Eastern,350.23,351.53,350.0,351.08,787595.0,350.881,3667
20250603 11:25:00 US/Eastern,351.1,351.19,350.59,350.87,511928.0,350.894,2616
20250603 11:30:00 US/Eastern,350.83,351.54,350.66,351.08,528421.0,351.122,2698
20250603 11:35:00 US/Eastern,351.13,351.95,350.65,350.81,688825.0,351.3,3213
20250603 11:40:00 US/Eastern,350.76,351.06,350.16,350.54,525738.0,350.639,2388
20250603 11:45:00 US/Eastern,350.5,351.34,350.35,350.46,507117.0,350.768,2580
20250603 11:50:00 US/Eastern,350.5,350.8,349.86,350.61,599349.0,350.322,2512
20250603 11:55:00 US/Eastern,350.68,350.91,350.33,350.43,316908.0,350.65,1541
20250603 12:00:00 US/Eastern,350.4,351.06,350.26,350.68,371109.0,350.747,1915
20250603 12:05:00 US/Eastern,350.71,351.33,350.61,351.13,365987.0,351.059,1979
20250603 12:10:00 US/Eastern,351.16,352.34,350.98,352.18,692215.0,351.783,3511
20250603 12:15:00 US/Eastern,352.15,352.58,351.81,351.94,633711.0,352.196,3045
20250603 12:20:00 US/Eastern,351.93,352.68,351.85,352.45,554802.0,352.242,2656
20250603 12:25:00 US/Eastern,352.42,352.67,352.06,352.53,395530.0,352.355,1963
20250603 12:30:00 US/Eastern,352.51,353.8,352.42,353.6,878114.0,353.252,4017
