date,open,high,low,close,volume,wap,barCount
20250902 09:30:00 US/Eastern,328.25,328.88,325.6,328.05,2247732.0,327.63,8894
20250902 09:35:00 US/Eastern,327.92,330.72,327.78,329.78,1563205.0,329.74,7536
20250902 09:40:00 US/Eastern,329.76,331.75,329.73,331.15,1179052.0,331.084,5957
20250902 09:45:00 US/Eastern,331.11,332.42,330.81,332.1,1029551.0,331.814,4868
20250902 09:50:00 US/Eastern,332.14,332.78,331.5,332.45,979134.0,332.17,4435
20250902 09:55:00 US/Eastern,332.44,332.66,331.35,332.06,707982.0,331.933,3622
20250902 10:00:00 US/Eastern,332.02,333.33,330.92,331.1,1086246.0,332.138,5233
20250902 10:05:00 US/Eastern,331.15,332.0,330.41,331.34,823963.0,331.189,3659
20250902 10:10:00 US/Eastern,331.31,332.18,330.88,331.47,607475.0,331.454,2732
20250902 10:15:00 US/Eastern,331.49,333.29,331.15,331.89,743885.0,332.259,3357
20250902 10:20:00 US/Eastern,331.92,332.68,331.43,331.63,513637.0,332.141,2417
20250902 10:25:00 US/Eastern,331.67,332.86,331.25,332.75,565135.0,331.999,2633
20250902 10:30:00 US/Eastern,332.78,332.79,331.58,331.59,418377.0,332.147,1860
20250902 10:35:00 US/Eastern,331.6,332.54,331.47,332.44,445145.0,331.998,1990
20250902 10:40:00 US/Eastern,332.44,332.6,330.87,331.02,495371.0,331.487,2448
20250902 10:45:00 US/Eastern,331.01,331.23,330.47,330.87,616431.0,330.827,2704
20250902 10:50:00 US/Eastern,330.84,331.65,330.7,331.44,406361.0,331.197,1843
20250902 10:55:00 US/Eastern,331.44,331.49,330.29,330.79,394690.0,330.823,1916
20250902 11:00:00 US/Eastern,330.77,331.32,329.72,329.87,576564.0,330.54,2601
20250902 11:05:00 US/Eastern,329.87,329.94,328.8,329.61,744517.0,329.418,3495
20250902 11:10:00 US/Eastern,329.57,329.98,328.92,329.1,599016.0,329.418,2794
20250902 11:15:00 US/Eastern,329.1,329.33,328.17,328.37,644965.0,328.64,3001
20250902 11:20:00 US/Eastern,328.37,328.74,327.9,328.5,698790.0,328.224,3430
20250902 11:25:00 US/Eastern,328.5,328.84,328.12,328.41,444019.0,328.525,2464
20250902 11:30:00 US/Eastern,328.38,328.49,327.88,328.19,440729.0,328.219,2150
20250902 11:35:00 US/Eastern,328.2,328.37,327.45,327.63,597907.0,327.759,2922
20250902 11:40:00 US/Eastern,327.64,327.9,327.4,327.61,476520.0,327.645,2526
20250902 11:45:00 US/Eastern,327.61,327.98,327.42,327.67,350855.0,327.663,1888
20250902 11:50:00 US/Eastern,327.64,327.65,327.03,327.39,455068.0,327.245,2225
20250902 11:55:00 US/Eastern,327.38,328.48,327.26,328.45,563759.0,327.778,2712
20250902 12:00:00 US/Eastern,328.46,329.34,328.42,329.18,774855.0,328.965,3116
20250902 12:05:00 US/Eastern,329.19,329.76,328.8,328.83,550900.0,329.22,2423
20250902 12:10:00 US/Eastern,328.82,329.74,328.82,329.42,391897.0,329.442,1702
20250902 12:15:00 US/Eastern,329.4,329.87,329.4,329.69,342731.0,329.66,1580
20250902 12:20:00 US/Eastern,329.69,329.84,329.23,329.47,266438.0,329.477,1232
20250902 12:25:00 US/Eastern,329.46,329.55,329.05,329.24,235228.0,329.285,1105
20250902 12:30:00 US/Eastern,329.23,329.53,328.84,328.89,272758.0,329.106,1325
20250902 12:35:00 US/Eastern,328.89,329.42,328.88,329.06,366623.0,329.186,1610
20250902 12:40:00 US/Eastern,329.07,329.64,328.81,328.94,332281.0,329.231,1361
20250902 12:45:00 US/Eastern,328.93,329.24,328.45,328.66,334747.0,328.868,1522
20250902 12:50:00 US/Eastern,328.69,329.45,328.64,329.23,381358.0,329.182,1505
20250902 12:55:00 US/Eastern,329.22,329.71,329.18,329.51,292182.0,329.495,1261
20250902 13:00:00 US/Eastern,329.49,329.94,329.26,329.67,322519.0,329.615,1395
20250902 13:05:00 US/Eastern,329.71,330.4,329.47,330.0,474439.0,330.011,2084
20250902 13:10:00 US/Eastern,329.99,329.99,328.83,328.94,404777.0,329.307,1684
20250902 13:15:00 US/Eastern,328.92,329.19,328.75,328.97,318326.0,328.98,1352
20250902 13:20:00 US/Eastern,328.94,329.65,328.88,329.46,295471.0,329.335,1263
20250902 13:25:00 US/Eastern,329.46,329.92,329.35,329.8,299689.0,329.643,1217
20250902 13:30:00 US/Eastern,329.82,330.25,329.78,330.12,308453.0,329.99,1377
20250902 13:35:00 US/Eastern,330.16,330.43,329.9,330.26,319797.0,330.138,1309
20250902 13:40:00 US/Eastern,330.21,330.64,329.92,330.47,377880.0,330.265,1555
20250902 13:45:00 US/Eastern,330.44,330.47,329.63,329.81,376335.0,330.004,1534
20250902 13:50:00 US/Eastern,329.81,329.82,328.88,328.88,298349.0,329.34,1399
20250902 13:55:00 US/Eastern,328.91,329.13,328.64,328.8,343313.0,328.842,1503
20250902 14:00:00 US/Eastern,328.73,329.29,328.72,328.86,306002.0,329.049,1393
20250902 14:05:00 US/Eastern,328.87,328.87,327.98,328.15,430420.0,328.333,1982
20250902 14:10:00 US/Eastern,328.15,328.5,328.0,328.22,263429.0,328.286,1302
20250902 14:15:00 US/Eastern,328.22,328.46,328.0,328.05,253153.0,328.237,1317
20250902 14:20:00 US/Eastern,328.03,328.6,327.93,328.21,300079.0,328.29,1377
20250902 14:25:00 US/Eastern,328.17,328.36,328.07,328.18,193015.0,328.212,992
20250902 14:30:00 US/Eastern,328.2,328.45,327.87,328.13,294311.0,328.136,1501
20250902 14:35:00 US/Eastern,328.1,328.33,327.96,328.33,232119.0,328.147,1094
20250902 14:40:00 US/Eastern,328.31,328.38,328.01,328.25,189913.0,328.196,1016
20250902 14:45:00 US/Eastern,328.24,328.95,328.09,328.6,326428.0,328.488,1593
20250902 14:50:00 US/Eastern,328.57,329.39,328.56,328.97,525230.0,329.039,2429
20250902 14:55:00 US/Eastern,328.99,329.01,328.37,328.55,311940.0,328.613,1458
20250902 15:00:00 US/Eastern,328.52,329.18,328.41,329.13,456333.0,328.85,2150
20250902 15:05:00 US/Eastern,329.1,329.32,328.96,329.08,295034.0,329.178,1432
20250902 15:10:00 US/Eastern,329.11,329.25,328.74,329.11,290048.0,329.016,1476
20250902 15:15:00 US/Eastern,329.08,329.37,328.9,329.14,334237.0,329.142,1610
20250902 15:20:00 US/Eastern,329.15,329.49,328.97,329.09,426216.0,329.219,1873
20250902 15:25:00 US/Eastern,329.09,329.37,328.9,329.29,345019.0,329.169,1573
20250902 15:30:00 US/Eastern,329.29,329.74,329.2,329.43,415792.0,329.49,1949
20250902 15:35:00 US/Eastern,329.43,329.69,329.26,329.61,322863.0,329.461,1513
20250902 15:40:00 US/Eastern,329.59,329.88,329.32,329.58,401818.0,329.645,1968
20250902 15:45:00 US/Eastern,329.57,329.8,329.2,329.79,384643.0,329.453,1887
20250902 15:50:00 US/Eastern,329.75,329.75,329.03,329.19,634372.0,329.29,3382
20250902 15:55:00 US/Eastern,329.17,329.55,328.94,329.37,941062.0,329.256,5438
20250903 09:30:00 US/Eastern,335.1,335.2,330.76,331.02,2266119.0,332.879,9044
20250903 09:35:00 US/Eastern,330.99,331.28,328.95,329.28,1820286.0,329.833,8813
20250903 09:40:00 US/Eastern,329.2,330.45,328.51,330.26,1457165.0,329.501,6461
20250903 09:45:00 US/Eastern,330.25,330.48,329.11,330.34,979549.0,329.913,4791
20250903 09:50:00 US/Eastern,330.34,331.1,330.0,330.85,872864.0,330.5,4004
20250903 09:55:00 US/Eastern,330.87,331.05,330.11,330.92,708126.0,330.613,3475
20250903 10:00:00 US/Eastern,330.99,333.62,330.64,333.16,1538685.0,332.42,6748
20250903 10:05:00 US/Eastern,333.19,334.12,332.84,333.3,1295965.0,333.582,5619
20250903 10:10:00 US/Eastern,333.3,333.78,331.92,332.2,1095821.0,332.776,4616
20250903 10:15:00 US/Eastern,332.24,333.88,332.04,333.78,749521.0,333.032,3453
20250903 10:20:00 US/Eastern,333.8,335.47,333.72,335.26,1325996.0,334.697,5955
20250903 10:25:00 US/Eastern,335.23,337.31,335.15,336.08,1715860.0,336.316,7981
20250903 10:30:00 US/Eastern,336.09,337.58,336.01,337.49,1360621.0,336.893,6435
20250903 10:35:00 US/Eastern,337.51,339.6,337.32,339.52,1841480.0,338.579,8185
20250903 10:40:00 US/Eastern,339.54,340.47,339.01,339.94,1922051.0,339.798,8621
20250903 10:45:00 US/Eastern,339.94,340.17,338.94,339.12,1155129.0,339.603,5478
20250903 10:50:00 US/Eastern,339.11,339.96,338.9,339.9,1044257.0,339.47,4964
20250903 10:55:00 US/Eastern,339.89,341.5,339.49,341.27,1638746.0,340.574,7349
20250903 11:00:00 US/Eastern,341.28,342.05,341.05,341.24,1484925.0,341.537,6839
20250903 11:05:00 US/Eastern,341.21,342.32,340.9,341.49,1125038.0,341.587,5183
20250903 11:10:00 US/Eastern,341.48,342.53,341.17,341.32,1187919.0,341.827,5432
20250903 11:15:00 US/Eastern,341.29,341.78,340.89,341.33,841623.0,341.24,4223
20250903 11:20:00 US/Eastern,341.31,341.68,340.78,341.15,859870.0,341.131,4097
20250903 11:25:00 US/Eastern,341.15,341.32,340.06,340.15,882545.0,340.617,4175
20250903 11:30:00 US/Eastern,340.17,340.5,339.34,340.06,1069714.0,339.834,4593
20250903 11:35:00 US/Eastern,340.05,341.11,340.02,340.6,844420.0,340.641,3496
20250903 11:40:00 US/Eastern,340.59,341.69,340.26,341.46,697035.0,341.014,3085
20250903 11:45:00 US/Eastern,341.47,341.96,341.04,341.72,662187.0,341.519,2917
20250903 11:50:00 US/Eastern,341.7,342.17,341.41,341.78,762235.0,341.797,3353
20250903 11:55:00 US/Eastern,341.8,341.87,341.18,341.52,504998.0,341.462,2246
20250903 12:00:00 US/Eastern,341.5,341.76,340.96,341.18,521679.0,341.321,2330
20250903 12:05:00 US/Eastern,341.2,341.85,340.88,341.65,522531.0,341.374,2177
20250903 12:10:00 US/Eastern,341.67,341.75,340.74,341.36,467719.0,341.186,2126
20250903 12:15:00 US/Eastern,341.34,342.19,341.25,342.15,597768.0,341.906,2479
20250903 12:20:00 US/Eastern,342.14,343.33,342.07,342.78,1094170.0,342.874,4973
20250903 12:25:00 US/Eastern,342.78,342.81,341.6,341.72,662852.0,342.095,2860
