date,open,high,low,close,volume,wap,barCount
20250303 09:30:00 US/Eastern,300.32,302.83,297.77,300.07,3993716.0,300.313,15534
20250303 09:35:00 US/Eastern,300.07,303.94,296.1,297.61,3315972.0,300.418,15941
20250303 09:40:00 US/Eastern,297.53,299.97,295.03,299.68,2227080.0,297.172,10725
20250303 09:45:00 US/Eastern,299.68,302.98,298.7,299.34,2214219.0,301.182,10447
20250303 09:50:00 US/Eastern,299.33,300.0,294.43,295.0,2042953.0,296.481,9106
20250303 09:55:00 US/Eastern,295.07,295.95,293.2,295.1,2058474.0,294.432,9547
20250303 10:00:00 US/Eastern,294.95,297.17,291.69,296.69,1912618.0,294.974,8873
20250303 10:05:00 US/Eastern,296.76,298.51,295.33,296.51,1455706.0,297.321,6713
20250303 10:10:00 US/Eastern,296.64,298.43,295.48,296.08,1109060.0,297.117,5227
20250303 10:15:00 US/Eastern,296.08,297.0,294.86,295.91,878808.0,295.619,4418
20250303 10:20:00 US/Eastern,295.81,300.02,295.65,298.65,1539633.0,298.604,6966
20250303 10:25:00 US/Eastern,298.8,300.92,297.82,300.73,1188469.0,299.66,5558
20250303 10:30:00 US/Eastern,300.78,301.7,298.21,299.4,1128178.0,300.083,5419
20250303 10:35:00 US/Eastern,299.3,299.47,296.6,298.17,974744.0,297.979,4182
20250303 10:40:00 US/Eastern,298.16,300.57,297.5,300.52,771025.0,299.358,3529
20250303 10:45:00 US/Eastern,300.47,300.65,297.38,298.19,859221.0,298.608,4040
20250303 10:50:00 US/Eastern,298.24,299.58,297.6,298.93,634243.0,298.69,3145
20250303 10:55:00 US/Eastern,299.04,299.1,294.86,295.42,1104882.0,296.42,5058
20250303 11:00:00 US/Eastern,295.49,297.88,295.2,297.49,743256.0,296.989,3611
20250303 11:05:00 US/Eastern,297.57,298.39,296.19,297.05,641773.0,297.226,3055
20250303 11:10:00 US/Eastern,297.1,298.8,296.03,298.46,843060.0,297.525,3546
20250303 11:15:00 US/Eastern,298.5,299.18,298.04,298.95,605688.0,298.698,2817
20250303 11:20:00 US/Eastern,298.95,300.73,298.73,300.17,855754.0,299.927,3877
20250303 11:25:00 US/Eastern,300.24,300.26,298.79,298.94,885872.0,299.627,4639
20250303 11:30:00 US/Eastern,298.99,300.15,298.42,298.54,691332.0,299.238,2951
20250303 11:35:00 US/Eastern,298.5,299.9,297.75,298.2,635358.0,298.539,2476
20250303 11:40:00 US/Eastern,298.26,299.11,297.44,298.31,520388.0,298.263,2404
20250303 11:45:00 US/Eastern,298.27,300.86,298.03,300.79,752319.0,299.633,3212
20250303 11:50:00 US/Eastern,300.86,302.48,300.54,302.09,1121935.0,301.797,4538
20250303 11:55:00 US/Eastern,302.04,302.46,301.19,301.65,721857.0,302.005,2915
20250303 12:00:00 US/Eastern,301.65,301.65,300.0,300.19,737445.0,300.623,3021
20250303 12:05:00 US/Eastern,300.27,301.31,299.82,300.09,549293.0,300.552,2244
20250303 12:10:00 US/Eastern,300.06,300.48,299.35,300.09,460793.0,299.994,1863
20250303 12:15:00 US/Eastern,300.07,300.28,298.96,300.28,490401.0,299.682,2001
20250303 12:20:00 US/Eastern,300.17,300.27,298.94,299.1,405274.0,299.715,1614
20250303 12:25:00 US/Eastern,299.1,299.61,297.93,298.48,622898.0,298.542,2376
20250303 12:30:00 US/Eastern,298.49,298.7,296.7,296.84,649213.0,297.711,2609
20250303 12:35:00 US/Eastern,296.87,297.17,295.75,296.19,716514.0,296.425,2951
20250303 12:40:00 US/Eastern,296.22,296.66,295.41,295.94,670579.0,295.992,2799
20250303 12:45:00 US/Eastern,295.97,296.05,293.03,293.04,1286688.0,294.28,4914
20250303 12:50:00 US/Eastern,293.01,293.95,291.55,291.7,1193436.0,292.683,4384
20250303 12:55:00 US/Eastern,291.66,291.94,289.35,289.94,1705401.0,290.364,5897
20250303 13:00:00 US/Eastern,289.96,290.55,288.55,289.45,1212518.0,289.716,4870
