date,open,high,low,close,volume,wap,barCount
20251201 09:30:00 US/Eastern,425.39,429.39,425.2,428.9,2335200.0,427.071,14208
20251201 09:35:00 US/Eastern,428.9,431.46,427.4,427.41,1723885.0,429.625,12360
20251201 09:40:00 US/Eastern,427.44,428.12,426.06,426.91,1119411.0,427.04,7679
20251201 09:45:00 US/Eastern,426.93,428.35,425.85,426.43,1306343.0,427.006,9315
20251201 09:50:00 US/Eastern,426.39,428.66,426.28,428.65,919295.0,427.406,6428
20251201 09:55:00 US/Eastern,428.63,429.5,428.29,429.05,928116.0,428.928,6614
20251201 10:00:00 US/Eastern,429.05,430.22,428.12,428.38,996833.0,429.2,7206
20251201 10:05:00 US/Eastern,428.39,430.9,427.85,430.57,1009619.0,429.812,7621
20251201 10:10:00 US/Eastern,430.57,433.66,430.16,431.03,1840075.0,431.924,12343
20251201 10:15:00 US/Eastern,431.0,432.1,430.08,431.36,1019630.0,430.98,7242
20251201 10:20:00 US/Eastern,431.35,431.42,429.41,429.51,652942.0,430.118,4604
20251201 10:25:00 US/Eastern,429.55,429.64,428.17,428.32,716522.0,428.726,5247
20251201 10:30:00 US/Eastern,428.3,428.57,426.33,426.75,959059.0,427.671,6690
20251201 10:35:00 US/Eastern,426.75,428.0,426.31,427.97,880482.0,427.185,6176
20251201 10:40:00 US/Eastern,428.0,428.25,426.34,426.94,636325.0,427.14,4754
20251201 10:45:00 US/Eastern,426.91,427.46,426.36,427.13,530352.0,427.02,3937
20251201 10:50:00 US/Eastern,427.19,428.9,427.11,428.78,729094.0,428.273,5047
20251201 10:55:00 US/Eastern,428.8,429.7,428.61,429.5,728023.0,429.26,4923
20251201 11:00:00 US/Eastern,429.51,429.64,428.72,428.8,374221.0,429.166,2741
20251201 11:05:00 US/Eastern,428.8,428.88,426.89,427.35,712010.0,427.689,4849
20251201 11:10:00 US/Eastern,427.33,427.55,426.22,426.97,604889.0,426.97,4333
20251201 11:15:00 US/Eastern,426.94,426.96,425.8,426.13,664251.0,426.295,4887
20251201 11:20:00 US/Eastern,426.15,427.2,426.11,426.94,426937.0,426.901,3290
20251201 11:25:00 US/Eastern,426.97,427.56,426.85,427.13,377655.0,427.252,2790
20251201 11:30:00 US/Eastern,427.09,427.43,426.81,427.22,270395.0,427.148,2229
20251201 11:35:00 US/Eastern,427.24,427.32,426.62,427.04,312846.0,427.026,2229
20251201 11:40:00 US/Eastern,427.04,427.91,426.71,427.61,406963.0,427.45,3080
20251201 11:45:00 US/Eastern,427.58,428.44,427.44,428.16,441122.0,428.107,3140
20251201 11:50:00 US/Eastern,428.16,428.25,427.55,427.68,335310.0,427.893,2468
20251201 11:55:00 US/Eastern,427.68,428.11,427.39,428.05,289548.0,427.864,2353
20251201 12:00:00 US/Eastern,428.04,428.55,427.76,428.5,378227.0,428.2,2795
20251201 12:05:00 US/Eastern,428.55,429.56,428.5,428.89,633620.0,429.091,4259
20251201 12:10:00 US/Eastern,428.89,429.17,428.15,428.27,451116.0,428.76,3280
20251201 12:15:00 US/Eastern,428.25,428.27,427.45,427.58,425342.0,427.722,3172
