date,open,high,low,close,volume,wap,barCount
20260601 09:30:00 US/Eastern,427.41,429.6,423.6,424.31,1620052.0,425.414,10752
20260601 09:35:00 US/Eastern,424.27,425.16,422.64,424.99,1091819.0,423.917,9444
20260601 09:40:00 US/Eastern,424.96,426.5,424.74,425.73,732784.0,425.683,5850
20260601 09:45:00 US/Eastern,425.73,426.84,424.93,425.82,562983.0,425.932,4866
20260601 09:50:00 US/Eastern,425.93,426.9,424.11,424.57,594863.0,425.486,5018
20260601 09:55:00 US/Eastern,424.55,424.63,422.91,422.97,614697.0,423.943,5116
20260601 10:00:00 US/Eastern,422.98,424.11,422.77,423.63,456746.0,423.541,4173
20260601 10:05:00 US/Eastern,423.62,424.86,423.51,424.53,379217.0,424.229,3668
20260601 10:10:00 US/Eastern,424.54,424.64,422.06,422.13,535001.0,423.207,4383
20260601 10:15:00 US/Eastern,422.14,423.67,421.95,422.32,498227.0,422.716,4617
20260601 10:20:00 US/Eastern,422.28,423.5,422.2,422.92,346052.0,422.949,3318
20260601 10:25:00 US/Eastern,422.92,423.0,421.2,421.67,601817.0,421.863,5379
20260601 10:30:00 US/Eastern,421.67,421.95,420.26,420.33,654767.0,421.07,5803
20260601 10:35:00 US/Eastern,420.36,421.29,420.11,421.11,591703.0,420.66,5467
20260601 10:40:00 US/Eastern,421.12,422.11,421.07,421.99,469096.0,421.635,4422
20260601 10:45:00 US/Eastern,422.0,422.17,420.88,420.9,381982.0,421.685,3709
20260601 10:50:00 US/Eastern,420.94,421.21,419.71,420.11,665196.0,420.335,5701
20260601 10:55:00 US/Eastern,420.06,420.14,418.65,419.46,773051.0,419.306,6956
20260601 11:00:00 US/Eastern,419.5,420.23,419.38,419.97,443463.0,419.763,4181
20260601 11:05:00 US/Eastern,420.01,421.23,419.67,420.68,524318.0,420.647,4882
20260601 11:10:00 US/Eastern,420.7,421.7,419.5,421.02,518475.0,420.593,4241
20260601 11:15:00 US/Eastern,421.06,421.35,420.35,420.77,301199.0,420.836,2726
20260601 11:20:00 US/Eastern,420.7,421.7,420.69,421.51,273566.0,421.371,2394
20260601 11:25:00 US/Eastern,421.55,422.29,421.47,421.91,354127.0,421.947,3528
20260601 11:30:00 US/Eastern,421.92,423.83,421.87,423.62,710491.0,423.112,7015
20260601 11:35:00 US/Eastern,423.58,424.1,422.97,423.11,459028.0,423.667,4424
20260601 11:40:00 US/Eastern,423.12,423.34,422.43,422.89,360161.0,422.86,3299
20260601 11:45:00 US/Eastern,422.93,423.25,421.66,421.72,281023.0,422.414,2465
20260601 11:50:00 US/Eastern,421.74,421.97,421.11,421.21,293184.0,421.562,2627
20260601 11:55:00 US/Eastern,421.24,421.6,420.81,421.03,348612.0,421.18,2398
20260601 12:00:00 US/Eastern,421.03,422.07,421.03,421.77,271186.0,421.692,2698
20260601 12:05:00 US/Eastern,421.76,421.91,420.41,420.45,309185.0,421.11,2625
20260601 12:10:00 US/Eastern,420.45,420.5,419.33,419.47,483797.0,419.773,4569
