date,open,high,low,close,volume,wap,barCount
20260102 09:30:00 US/Eastern,457.8,458.34,453.32,453.9,2557605.0,456.201,17559
20260102 09:35:00 US/Eastern,453.94,454.1,451.39,451.87,1446172.0,452.585,11457
20260102 09:40:00 US/Eastern,451.9,452.46,450.41,450.5,1129303.0,451.408,8912
20260102 09:45:00 US/Eastern,450.49,452.68,449.5,452.47,1803341.0,451.14,13482
20260102 09:50:00 US/Eastern,452.48,454.49,452.48,453.15,1434569.0,453.492,10272
20260102 09:55:00 US/Eastern,453.2,453.86,452.33,452.53,789890.0,453.122,6206
20260102 10:00:00 US/Eastern,452.57,454.36,452.51,453.48,899409.0,453.626,6962
20260102 10:05:00 US/Eastern,453.38,454.12,452.7,453.23,802491.0,453.378,6315
20260102 10:10:00 US/Eastern,453.21,453.41,448.75,449.03,1406214.0,450.882,10417
20260102 10:15:00 US/Eastern,449.01,449.55,446.73,447.4,1496623.0,448.015,11788
20260102 10:20:00 US/Eastern,447.41,448.1,444.96,445.67,1538282.0,445.976,11902
20260102 10:25:00 US/Eastern,445.63,446.19,444.37,445.1,1155100.0,445.139,9127
20260102 10:30:00 US/Eastern,445.08,447.1,444.21,446.99,1232125.0,445.804,9334
20260102 10:35:00 US/Eastern,446.98,447.69,445.88,446.51,1109777.0,446.839,8270
20260102 10:40:00 US/Eastern,446.54,448.25,446.26,447.84,931836.0,447.617,7105
20260102 10:45:00 US/Eastern,447.83,448.23,446.3,446.43,912099.0,447.389,6820
20260102 10:50:00 US/Eastern,446.47,446.75,444.5,444.97,1105879.0,445.26,8139
20260102 10:55:00 US/Eastern,444.94,446.08,442.42,443.08,1235772.0,444.094,9031
20260102 11:00:00 US/Eastern,443.08,443.21,441.1,441.56,1104241.0,441.968,8462
20260102 11:05:00 US/Eastern,441.6,442.78,440.91,442.73,944910.0,442.086,7021
20260102 11:10:00 US/Eastern,442.69,443.55,440.95,443.53,980387.0,442.427,7545
20260102 11:15:00 US/Eastern,443.53,444.1,442.12,442.36,881569.0,443.239,6566
20260102 11:20:00 US/Eastern,442.38,443.79,441.74,443.6,748621.0,442.747,5937
20260102 11:25:00 US/Eastern,443.62,444.82,443.32,444.08,749440.0,444.151,6088
20260102 11:30:00 US/Eastern,444.06,445.16,443.35,445.14,765454.0,444.159,6713
20260102 11:35:00 US/Eastern,445.15,445.34,444.09,444.39,658479.0,444.696,5553
20260102 11:40:00 US/Eastern,444.43,444.75,443.3,443.36,477070.0,443.98,4234
20260102 11:45:00 US/Eastern,443.34,444.11,442.83,443.39,562296.0,443.336,5003
20260102 11:50:00 US/Eastern,443.31,443.47,441.58,441.81,629946.0,442.441,5272
20260102 11:55:00 US/Eastern,441.79,442.49,441.66,442.37,480821.0,442.093,4150
20260102 12:00:00 US/Eastern,442.39,442.57,441.76,442.07,496880.0,442.191,4255
20260102 12:05:00 US/Eastern,442.13,442.9,441.51,441.84,553521.0,442.224,4232
20260102 12:10:00 US/Eastern,441.86,442.95,441.29,442.85,652261.0,442.223,4954
20260102 12:15:00 US/Eastern,442.81,443.07,442.35,442.39,423022.0,442.785,3478
20260102 12:20:00 US/Eastern,442.39,442.48,441.6,441.74,453809.0,441.966,3599
20260102 12:25:00 US/Eastern,441.7,441.85,441.05,441.76,621787.0,441.485,5241
20260102 12:30:00 US/Eastern,441.8,442.59,440.97,441.14,609880.0,441.921,5060
20260102 12:35:00 US/Eastern,441.11,441.38,440.39,440.9,534351.0,440.87,4335
20260102 12:40:00 US/Eastern,440.88,441.5,440.78,441.14,487471.0,441.103,3915
20260102 12:45:00 US/Eastern,441.12,441.41,439.81,440.5,756958.0,440.559,5702
20260102 12:50:00 US/Eastern,440.48,440.77,439.99,440.57,672965.0,440.324,4748
20260102 12:55:00 US/Eastern,440.55,440.78,439.66,439.93,608311.0,440.166,4724
20260102 13:00:00 US/Eastern,439.91,440.75,439.62,440.45,547378.0,440.162,4607
20260102 13:05:00 US/Eastern,440.4,440.61,439.82,440.11,464552.0,440.178,3828
20260102 13:10:00 US/Eastern,440.11,440.43,439.75,439.99,373771.0,440.005,3180
20260102 13:15:00 US/Eastern,439.96,439.98,439.04,439.12,664146.0,439.544,5407
20260102 13:20:00 US/Eastern,439.13,439.28,438.09,438.55,904709.0,438.588,6744
20260102 13:25:00 US/Eastern,438.56,438.68,437.99,438.4,516592.0,438.311,4153
20260102 13:30:00 US/Eastern,438.38,438.56,437.23,437.47,691091.0,437.789,5483
20260102 13:35:00 US/Eastern,437.47,437.5,436.61,436.86,792467.0,437.054,5963
20260102 13:40:00 US/Eastern,436.84,437.21,436.62,436.68,566462.0,436.922,4194
20260102 13:45:00 US/Eastern,436.66,437.3,435.48,435.87,887550.0,436.459,7192
20260102 13:50:00 US/Eastern,435.86,436.31,435.42,436.18,771370.0,435.865,5794
20260102 13:55:00 US/Eastern,436.19,436.19,435.3,435.86,557878.0,435.652,4339
20260102 14:00:00 US/Eastern,435.89,436.88,435.62,436.86,716204.0,436.24,5809
20260102 14:05:00 US/Eastern,436.84,438.0,436.84,437.86,833606.0,437.543,6046
20260102 14:10:00 US/Eastern,437.78,438.63,437.73,438.41,656292.0,438.193,5109
20260102 14:15:00 US/Eastern,438.44,438.52,437.25,437.41,691664.0,437.831,5093
20260102 14:20:00 US/Eastern,437.4,438.58,437.1,438.29,611673.0,437.841,4724
20260102 14:25:00 US/Eastern,438.26,438.6,437.71,438.41,572682.0,438.183,4554
20260102 14:30:00 US/Eastern,438.39,439.78,438.38,439.73,875333.0,439.228,6573
20260102 14:35:00 US/Eastern,439.71,440.29,439.42,440.0,706481.0,439.96,5210
20260102 14:40:00 US/Eastern,440.0,440.68,439.85,440.55,838883.0,440.294,6210
20260102 14:45:00 US/Eastern,440.54,441.33,440.51,441.31,814868.0,441.006,6045
20260102 14:50:00 US/Eastern,441.33,441.62,440.66,441.14,648238.0,441.155,5209
20260102 14:55:00 US/Eastern,441.16,441.49,439.93,440.31,691395.0,440.571,5075
