date,open,high,low,close,volume,wap,barCount
20240102 09:30:00 US/Eastern,250.08,250.9,245.01,245.05,3695338.0,248.542,12349
20240102 09:35:00 US/Eastern,245.11,247.73,245.03,246.42,2589524.0,246.493,9769
20240102 09:40:00 US/Eastern,246.43,246.46,244.41,245.9,2645392.0,245.397,9334
20240102 09:45:00 US/Eastern,245.93,247.27,245.75,245.93,2095226.0,246.525,8060
20240102 09:50:00 US/Eastern,245.95,248.59,245.7,247.74,2383592.0,247.494,8131
20240102 09:55:00 US/Eastern,247.69,248.81,246.95,248.79,2252278.0,248.102,7259
20240102 10:00:00 US/Eastern,248.78,250.05,248.65,249.6,2357068.0,249.485,7816
20240102 10:05:00 US/Eastern,249.58,249.98,248.86,249.82,1853306.0,249.5,5922
20240102 10:10:00 US/Eastern,249.85,250.08,248.78,249.09,1836178.0,249.41,5775
20240102 10:15:00 US/Eastern,249.03,249.03,248.05,248.78,1452004.0,248.528,5137
20240102 10:20:00 US/Eastern,248.8,251.24,248.69,251.03,2423415.0,250.013,8003
20240102 10:25:00 US/Eastern,251.04,251.25,249.4,249.61,1791568.0,250.136,5852
20240102 10:30:00 US/Eastern,249.6,249.64,248.01,248.53,1926642.0,248.694,6446
20240102 10:35:00 US/Eastern,248.55,248.56,246.82,247.37,1693246.0,247.58,5975
20240102 10:40:00 US/Eastern,247.38,248.45,247.29,248.15,1445152.0,247.849,4914
20240102 10:45:00 US/Eastern,248.15,248.66,247.78,247.91,1441917.0,248.256,4969
20240102 10:50:00 US/Eastern,247.91,249.0,247.88,248.91,1282818.0,248.572,4205
20240102 10:55:00 US/Eastern,248.92,249.35,248.5,248.92,1174080.0,248.897,3909
20240102 11:00:00 US/Eastern,248.9,249.2,248.34,249.12,1029657.0,248.816,3247
20240102 11:05:00 US/Eastern,249.14,249.63,248.88,249.34,903368.0,249.169,3055
20240102 11:10:00 US/Eastern,249.37,250.04,249.27,249.86,1184279.0,249.777,3843
20240102 11:15:00 US/Eastern,249.88,249.95,249.31,249.83,773083.0,249.661,2734
20240102 11:20:00 US/Eastern,249.83,250.26,249.5,249.73,1051058.0,249.893,3485
20240102 11:25:00 US/Eastern,249.7,250.02,249.56,250.0,618473.0,249.858,1837
20240102 11:30:00 US/Eastern,249.99,250.5,249.9,250.19,967809.0,250.242,3079
20240102 11:35:00 US/Eastern,250.17,250.76,250.09,250.48,947515.0,250.47,2805
20240102 11:40:00 US/Eastern,250.48,250.6,250.21,250.5,781425.0,250.42,2409
20240102 11:45:00 US/Eastern,250.46,251.0,250.4,250.49,1268944.0,250.678,4045
20240102 11:50:00 US/Eastern,250.49,250.58,250.04,250.27,874419.0,250.325,2648
20240102 11:55:00 US/Eastern,250.29,250.55,250.02,250.48,601807.0,250.335,1887
20240102 12:00:00 US/Eastern,250.45,250.66,249.7,249.91,877760.0,250.151,2829
20240102 12:05:00 US/Eastern,249.89,249.95,249.05,249.09,870048.0,249.403,2864
20240102 12:10:00 US/Eastern,249.09,249.57,248.82,249.23,889653.0,249.248,2751
20240102 12:15:00 US/Eastern,249.17,249.25,248.44,248.53,723989.0,248.737,2633
20240102 12:20:00 US/Eastern,248.48,248.77,247.94,248.08,858199.0,248.377,3063
20240102 12:25:00 US/Eastern,248.1,248.46,248.0,248.35,667729.0,248.226,2174
20240102 12:30:00 US/Eastern,248.36,248.84,248.12,248.78,698708.0,248.495,2304
20240102 12:35:00 US/Eastern,248.79,248.83,248.5,248.76,508696.0,248.679,1649
20240102 12:40:00 US/Eastern,248.78,249.14,248.77,249.06,485293.0,249.01,1635
20240102 12:45:00 US/Eastern,249.05,249.12,248.07,248.25,758124.0,248.57,2363
20240102 12:50:00 US/Eastern,248.22,248.38,248.0,248.12,645949.0,248.153,2131
20240102 12:55:00 US/Eastern,248.15,248.17,247.49,247.58,894980.0,247.72,2756
20240102 13:00:00 US/Eastern,247.58,247.66,247.2,247.56,763374.0,247.435,2673
20240102 13:05:00 US/Eastern,247.55,247.79,247.0,247.27,768498.0,247.439,2724
20240102 13:10:00 US/Eastern,247.25,248.04,247.0,247.84,807719.0,247.558,2614
20240102 13:15:00 US/Eastern,247.84,248.47,247.76,248.36,637627.0,248.137,2110
20240102 13:20:00 US/Eastern,248.37,248.72,248.22,248.67,667960.0,248.443,2013
20240102 13:25:00 US/Eastern,248.68,248.72,248.33,248.35,456621.0,248.505,1626
20240102 13:30:00 US/Eastern,248.39,248.89,248.38,248.84,609390.0,248.715,2029
20240102 13:35:00 US/Eastern,248.8,249.08,248.65,249.06,529698.0,248.9,1794
20240102 13:40:00 US/Eastern,249.06,249.24,248.69,248.87,641033.0,248.964,1926
20240102 13:45:00 US/Eastern,248.87,249.38,248.69,248.77,656482.0,249.044,2208
20240102 13:50:00 US/Eastern,248.72,248.89,248.43,248.57,620256.0,248.651,2157
20240102 13:55:00 US/Eastern,248.57,248.69,247.95,248.25,641042.0,248.225,2051
20240102 14:00:00 US/Eastern,248.26,248.54,247.71,247.77,724312.0,248.183,2476
20240102 14:05:00 US/Eastern,247.74,247.87,247.3,247.66,779348.0,247.562,2514
20240102 14:10:00 US/Eastern,247.63,248.07,247.5,247.8,722318.0,247.797,2361
20240102 14:15:00 US/Eastern,247.83,247.87,247.55,247.6,429944.0,247.714,1433
20240102 14:20:00 US/Eastern,247.57,247.69,247.33,247.68,545367.0,247.513,1816
20240102 14:25:00 US/Eastern,247.67,248.26,247.66,248.14,730182.0,248.051,2082
20240102 14:30:00 US/Eastern,248.1,248.36,247.77,248.32,704307.0,248.099,2058
20240102 14:35:00 US/Eastern,248.34,248.38,247.99,248.02,441260.0,248.209,1326
20240102 14:40:00 US/Eastern,248.02,248.26,247.75,248.02,565728.0,248.013,2008
20240102 14:45:00 US/Eastern,247.99,248.27,247.93,247.98,353749.0,248.116,1271
20240102 14:50:00 US/Eastern,248.02,248.23,247.68,247.8,513688.0,247.963,1686
20240102 14:55:00 US/Eastern,247.8,247.98,247.51,247.73,548380.0,247.773,1850
20240102 15:00:00 US/Eastern,247.72,247.87,246.82,246.87,1047759.0,247.187,3295
20240102 15:05:00 US/Eastern,246.9,247.18,246.63,247.01,908151.0,246.93,3114
